2ci_qrup
year;university;major;branch;language;study_form_symbol;main_min_score;main_competition_score;has_subbakalavr;sub_min_score;sub_competition_score
2024-2025;Bakı Dövlət Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;311.3;NO;;
2024-2025;Bakı Dövlət Universiteti;Turizm işinin təşkili;Qazax filialı;Azerbaijani;Ə;167.8;289.4;NO;;
2024-2025;Bakı Dövlət Universiteti;Turizm işinin təşkili;Qazax filialı;Azerbaijani;Q;150.0;;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;291.0;396.0;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;291.4;;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Biznesin idarə edilməsi (tədris ingilis;;English;Ə;320.0;475.0;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;İqtisadiyyat;;Azerbaijani;Ə;331.1;408.8;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;İqtisadiyyat;;English;Ə;433.5;433.5;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Marketinq;;Azerbaijani;Ə;282.5;362.6;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Marketinq;;English;Ə;332.0;361.3;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Menecment;;Azerbaijani;Ə;254.0;392.9;NO;;
2024-2025;Azərbaycan Dövlət Neft və Sənaye Universiteti;Menecment;;English;Ə;301.0;394.7;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;272.2;396.0;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Q;200.0;;YES;73.0;
2024-2025;Azərbaycan Texniki Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;265.8;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;223.3;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Biznesin idarə edilməsi (tədris ingilis;;English;Ə;294.8;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;İqtisadiyyat;;Azerbaijani;Ə;264.9;407.4;NO;;
2024-2025;Azərbaycan Texniki Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;94.0;
2024-2025;Azərbaycan Texniki Universiteti;İqtisadiyyat;;English;Ə;200.0;495.3;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Maliyyə;;Azerbaijani;Ə;278.9;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Maliyyə;;English;Ə;200.0;621.9;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Marketinq;;Azerbaijani;Ə;263.2;362.1;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Marketinq;;Azerbaijani;Q;209.1;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Menecment;;Azerbaijani;Ə;232.8;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Menecment;;Azerbaijani;Q;200.0;;YES;93.1;
2024-2025;Azərbaycan Texniki Universiteti;Menecment;;English;Ə;200.0;;NO;;
2024-2025;Azərbaycan Texniki Universiteti;Statistika;;Azerbaijani;Ə;200.0;338.8;YES;95.9;
2024-2025;Azərbaycan Texniki Universiteti;Statistika;;Azerbaijani;Q;200.0;;YES;92.1;
2024-2025;Azərbaycan Texniki Universiteti;Nəqliyyatda servis ;;Azerbaijani;Ə;275.5;294.5;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;260.5;;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;207.4;;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Davamlı inkişafın idarə edilməsi;;Azerbaijani;Ə;200.0;360.3;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;İqtisadiyyat;;Azerbaijani;Ə;255.3;423.0;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;93.6;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Marketinq;;Azerbaijani;Ə;250.9;360.9;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Marketinq;;Azerbaijani;Q;204.7;;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Marketinq;;English;Ə;291.2;364.1;NO;;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Menecment;;Azerbaijani;Ə;200.0;400.0;YES;93.1;
2024-2025;Azərbaycan Memarlıq və İnşaat Universiteti;Menecment;;Azerbaijani;Q;200.0;;YES;92.3;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;290.2;327.7;NO;;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;366.7;366.7;NO;;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi ;;Azerbaijani;Ə;200.0;324.8;NO;;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi ;;Azerbaijani;Ə;241.1;308.6;NO;;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;252.4;308.1;NO;;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;204.4;308.8;NO;;
2024-2025;Azərbaycan Dövlət Pedaqoji Universiteti;Coğrafiya müəllimliyi;Quba filialı;Azerbaijani;Ə;243.6;356.9;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Beynəlxalq ticarət və logistika ;;Azerbaijani;Ə;302.1;395.8;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;405.5;405.5;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Q;200.0;;YES;73.5;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;573.8;573.8;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Biznesin idarə edilməsi;;Turkish;Ə;301.4;475.0;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;350.7;473.4;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;232.7;;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Biznesin idarə edilməsi;;English;Ə;610.2;610.2;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi;;Turkish;Ə;276.9;360.8;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;361.2;361.2;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Q;200.0;;YES;90.9;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;İqtisadiyyat;;Turkish;Ə;413.0;413.0;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;İqtisadiyyat;;Azerbaijani;Ə;440.5;440.5;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;96.2;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;İqtisadiyyat;;English;Ə;624.3;624.3;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Maliyyə;;Turkish;Ə;478.4;478.4;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Maliyyə;;Azerbaijani;Ə;527.1;527.1;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Maliyyə;;Azerbaijani;Q;200.0;532.9;YES;96.6;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Maliyyə;;English;Ə;636.7;636.7;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Marketinq;;Turkish;Ə;350.1;361.1;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Marketinq;;Azerbaijani;Ə;379.1;379.1;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Marketinq;;Azerbaijani;Q;230.3;;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Menecment;;Azerbaijani;Ə;327.3;389.3;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Menecment;;Azerbaijani;Q;200.0;;YES;94.1;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Mühasibat;;Turkish;Ə;378.9;378.9;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Mühasibat;;Azerbaijani;Ə;421.2;421.2;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Mühasibat;;Azerbaijani;Q;200.0;374.5;YES;94.3;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Mühasibat;;English;Ə;597.0;597.0;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Statistika;;Azerbaijani;Ə;351.5;351.5;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;178.4;;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;;YES;66.6;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;İqtisadiyyat;Zaqatala filialı;Azerbaijani;Ə;200.0;432.4;YES;70.9;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Maliyyə;Zaqatala filialı;Azerbaijani;Ə;200.0;;YES;70.1;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Marketinq;Zaqatala filialı;Azerbaijani;Ə;170.8;;NO;;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Menecment;Zaqatala filialı;Azerbaijani;Ə;200.0;;YES;69.0;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Mühasibat;Zaqatala filialı;Azerbaijani;Ə;200.0;385.2;YES;68.6;
2024-2025;Azərbaycan Dövlət İqtisad Universiteti;Turizm işinin təşkili;Zaqatala filialı;Azerbaijani;Ə;157.4;278.5;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Turizm işinin təşkili;Zaqatala filialı;Azerbaijani;Ə;157.4;278.5;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;200.0;398.5;YES;67.5;
2024-2025;Bakı Mühəndislik Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Q;200.0;;YES;68.6;
2024-2025;Bakı Mühəndislik Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;250.3;;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;181.9;;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Biznesin idarə edilməsi;;English;Ə;277.9;481.1;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;385.0;YES;76.8;
2024-2025;Bakı Mühəndislik Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Q;200.0;;YES;80.9;
2024-2025;Bakı Mühəndislik Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;410.0;YES;89.0;
2024-2025;Bakı Mühəndislik Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;87.4;
2024-2025;Bakı Mühəndislik Universiteti;İqtisadiyyat;;English;Ə;200.0;410.1;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;475.4;YES;86.6;
2024-2025;Bakı Mühəndislik Universiteti;Maliyyə;;Azerbaijani;Q;200.0;;YES;86.5;
2024-2025;Bakı Mühəndislik Universiteti;Maliyyə;;English;Ə;258.4;459.3;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Marketinq;;Azerbaijani;Ə;244.3;361.7;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Marketinq;;Azerbaijani;Q;150.0;;YES;90.3;
2024-2025;Bakı Mühəndislik Universiteti;Mühasibat;;Azerbaijani;Ə;348.6;348.6;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Mühasibat;;Azerbaijani;Q;200.0;;YES;84.2;
2024-2025;Bakı Mühəndislik Universiteti;Mühasibat;;English;Ə;326.3;351.1;NO;;
2024-2025;Bakı Mühəndislik Universiteti;Nəqliyyatda servis ;;Azerbaijani;Ə;200.0;291.3;YES;74.3;
2024-2025;Bakı Mühəndislik Universiteti;Nəqliyyatda servis ;;Azerbaijani;Q;200.0;;YES;81.7;
2024-2025;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;Davamlı inkişafın idarə edilməsi;;Azerbaijani;Ə;397.7;397.7;NO;;
2024-2025;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;410.3;410.3;NO;;
2024-2025;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;İqtisadiyyat;;Azerbaijani;Ə;522.2;522.2;NO;;
2024-2025;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;Menecment;;Azerbaijani;Ə;403.0;403.0;NO;;
2024-2025;ADA Universiteti;Biznesin idarə edilməsi;;English;Ə;572.4;572.4;NO;;
2024-2025;ADA Universiteti;İqtisadiyyat;;English;Ə;633.0;;NO;;
2024-2025;ADA Universiteti;Maliyyə;;English;Ə;579.6;;NO;;
2024-2025;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Sosiologiya;;Azerbaijani;Ə;200.0;306.1;NO;;
2024-2025;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Turizm bələdçiliyi;;Azerbaijani;Ə;271.6;271.6;NO;;
2024-2025;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;285.6;285.6;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;200.0;;YES;51.0;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;257.5;;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;;YES;60.5;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Maliyyə;;Azerbaijani;Ə;231.6;;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Turizm bələdçiliyi;;Azerbaijani;Ə;283.1;283.1;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Turizm bələdçiliyi;;Azerbaijani;Q;181.5;273.8;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;291.6;291.6;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Turizm işinin təşkili;;Azerbaijani;Q;190.2;274.0;NO;;
2024-2025;Azərbaycan Turizm və Menecment Universiteti;Turizm işinin təşkili;;English;Ə;301.7;301.7;NO;;
2024-2025;Azərbaycan İdman Akademiyası;İdman menecmenti və kommunikasiya;;English;Ə;200.0;258.8;NO;;
2024-2025;Azərbaycan İdman Akademiyası;İdman menecmenti və kommunikasiya;;Azerbaijani;Ə;200.0;258.6;YES;93.3;
2024-2025;Azərbaycan İdman Akademiyası;İdman menecmenti və kommunikasiya;;Azerbaijani;Q;200.0;265.6;YES;93.7;
2024-2025;Milli Aviasiya Akademiyası;Biznesin idarə edilməsi;;Azerbaijani;Ə;248.1;;NO;;
2024-2025;Milli Aviasiya Akademiyası;İqtisadiyyat;;Azerbaijani;Ə;200.0;407.3;YES;84.1;
2024-2025;Milli Aviasiya Akademiyası;Maliyyə;;Azerbaijani;Ə;256.6;461.1;NO;;
2024-2025;Milli Aviasiya Akademiyası;Menecment;;Azerbaijani;Ə;200.0;389.7;YES;72.0;
2024-2025;Milli Aviasiya Akademiyası;Hidrometeorologiya;;Azerbaijani;Ə;200.0;300.1;NO;;
2024-2025;Bakı Ali Neft Məktəbi;Hidrometeorologiya;;Azerbaijani;Ə;200.0;300.1;NO;;
2024-2025;Bakı Ali Neft Məktəbi;Biznesin idarə edilməsi ;;English;Ə;653.4;653.4;NO;;
2024-2025;Bakı Ali Neft Məktəbi;Biznesin idarə edilməsi ;;English;Ə;528.4;528.4;NO;;
2024-2025;Dövlət Gömrük Komitəsinin Akademiyası;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;432.1;432.1;NO;;
2024-2025;Dövlət Gömrük Komitəsinin Akademiyası;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;466.8;466.8;NO;;
2024-2025;Dövlət Gömrük Komitəsinin Akademiyası;İqtisadiyyat;;Azerbaijani;Ə;443.6;443.6;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;282.1;332.2;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;292.4;397.1;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;260.9;365.5;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;345.1;408.8;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;92.6;
2024-2025;Naxçıvan Dövlət Universiteti;İqtisadiyyat;;English;Ə;440.7;440.7;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Maliyyə;;Azerbaijani;Ə;358.9;463.5;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Marketinq;;Azerbaijani;Ə;252.6;368.5;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Menecment;;Azerbaijani;Ə;230.2;;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Mühasibat;;Azerbaijani;Ə;351.2;351.2;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Mühasibat;;Azerbaijani;Q;200.0;;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Coğrafiya;;Azerbaijani;Ə;308.1;308.1;NO;;
2024-2025;Naxçıvan Dövlət Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;251.8;276.0;NO;;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Biznesin idarə edilməsi;;Azerbaijani;Ə;221.5;;NO;;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);İqtisadiyyat;;Azerbaijani;Ə;200.0;413.0;YES;82.5;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;90.4;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);İqtisadiyyat;;English;Ə;279.5;410.9;NO;;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Maliyyə;;Azerbaijani;Ə;200.0;457.3;YES;84.7;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Maliyyə;;Azerbaijani;Q;200.0;;YES;89.2;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Marketinq;;Azerbaijani;Ə;194.5;;NO;;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Marketinq;;Azerbaijani;Q;150.0;;YES;87.3;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Menecment (alman proqramı);;Azerbaijani;Ə;200.0;400.9;YES;65.1;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Mühasibat;;Azerbaijani;Ə;200.0;349.6;YES;73.0;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Mühasibat;;Azerbaijani;Q;200.0;;YES;87.9;
2024-2025;Azərbaycan Dövlət Aqrar Universiteti (Gəncə şəhəri);Mühasibat;;English;Ə;200.0;357.0;NO;;
2024-2025;Gəncə Dövlət Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;264.8;351.7;NO;;
2024-2025;Gəncə Dövlət Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;290.8;308.2;NO;;
2024-2025;Gəncə Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;215.6;;NO;;
2024-2025;Gəncə Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;197.7;;NO;;
2024-2025;Gəncə Dövlət Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;;YES;77.0;
2024-2025;Gəncə Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;;YES;85.3;
2024-2025;Gəncə Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;91.7;
2024-2025;Gəncə Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;;YES;69.7;
2024-2025;Gəncə Dövlət Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;;YES;85.6;
2024-2025;Gəncə Dövlət Universiteti;Marketinq;;Azerbaijani;Ə;193.0;;NO;;
2024-2025;Gəncə Dövlət Universiteti;Marketinq;;Azerbaijani;Q;177.3;;NO;;
2024-2025;Gəncə Dövlət Universiteti;Menecment;;Azerbaijani;Ə;200.0;;YES;81.8;
2024-2025;Gəncə Dövlət Universiteti;Mühasibat;;Azerbaijani;Ə;200.0;403.6;YES;83.5;
2024-2025;Gəncə Dövlət Universiteti;Turizm bələdçiliyi;;Azerbaijani;Ə;177.9;268.8;NO;;
2024-2025;Gəncə Dövlət Universiteti;Turizm bələdçiliyi;;Azerbaijani;Q;150.0;;YES;94.0;
2024-2025;Gəncə Dövlət Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;188.0;275.0;NO;;
2024-2025;Gəncə Dövlət Universiteti;Turizm işinin təşkili;;Azerbaijani;Q;151.1;;NO;;
2024-2025;Azərbaycan Texnologiya Universiteti;Beynəlxalq ticarət və logistika;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;51.0;
2024-2025;Azərbaycan Texnologiya Universiteti;Biznesin idarə edilməsi;Gəncə filialı;Azerbaijani;Ə;199.7;;NO;;
2024-2025;Azərbaycan Texnologiya Universiteti;Dövlət və bələdiyyə idarəetməsi;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;73.9;
2024-2025;Azərbaycan Texnologiya Universiteti;Dövlət və bələdiyyə idarəetməsi;Gəncə filialı;Azerbaijani;Q;200.0;;YES;84.6;
2024-2025;Azərbaycan Texnologiya Universiteti;İqtisadiyyat;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;82.3;
2024-2025;Azərbaycan Texnologiya Universiteti;İqtisadiyyat;Gəncə filialı;Azerbaijani;Q;200.0;;YES;89.0;
2024-2025;Azərbaycan Texnologiya Universiteti;İqtisadiyyat;Gəncə filialı;English;Ə;200.0;;NO;;
2024-2025;Azərbaycan Texnologiya Universiteti;Marketinq;Gəncə filialı;Azerbaijani;Q;155.5;;NO;;
2024-2025;Azərbaycan Texnologiya Universiteti;Marketinq;Gəncə filialı;Azerbaijani;Ə;185.9;;NO;;
2024-2025;Azərbaycan Texnologiya Universiteti;Menecment;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;69.1;
2024-2025;Azərbaycan Texnologiya Universiteti;Mühasibat;Gəncə filialı;Azerbaijani;Q;200.0;;YES;87.2;
2024-2025;Azərbaycan Texnologiya Universiteti;Mühasibat;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;76.2;
2024-2025;Azərbaycan Texnologiya Universiteti;Nəqliyyatda servis ;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;77.3;
2024-2025;Azərbaycan Texnologiya Universiteti;Turizm bələdçiliyi;Gəncə filialı;Azerbaijani;Q;150.0;;YES;90.3;
2024-2025;Azərbaycan Texnologiya Universiteti;Turizm bələdçiliyi;Gəncə filialı;Azerbaijani;Ə;166.9;332.9;NO;;
2024-2025;Azərbaycan Texnologiya Universiteti;Turizm işinin təşkili;Gəncə filialı;Azerbaijani;Q;150.0;;YES;92.6;
2024-2025;Azərbaycan Texnologiya Universiteti;Turizm işinin təşkili;Gəncə filialı;Azerbaijani;Ə;171.5;276.1;NO;;
2024-2025;Sumqayıt Dövlət Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;316.2;316.2;NO;;
2024-2025;Sumqayıt Dövlət Universiteti;Sosiologiya;;Azerbaijani;Ə;200.0;308.9;NO;;
